county,unemployment,med_income
45073,3.1,"53,432"
45075,5.0,"39,832"
45077,3.1,"54,415"
45079,3.3,"56,940"
45081,2.9,"50,440"
45083,3.1,"60,470"
45085,3.8,"48,286"
45087,4.7,"43,615"
45089,4.8,"40,235"
45091,3.1,"73,466"
46000,2.1,"66,843"
46003,1.9,"56,110"
46005,1.9,"53,648"
46007,3.3,"41,607"
46009,1.9,"54,009"
46011,2.1,"61,581"
46013,2.3,"62,070"
46015,1.7,"58,516"
46017,4.5,"25,653"
46019,1.9,"53,812"
46021,2.6,"61,892"
46023,2.3,"50,712"
46025,2.3,"59,637"
46027,2.1,"51,388"
46029,2.0,"65,106"
46031,3.0,"34,372"
46033,2.8,"68,600"
46035,1.9,"60,924"
46037,3.0,"56,687"
46039,2.9,"63,342"
46041,5.7,"45,120"
46043,2.0,"60,711"
46045,1.9,"67,142"
46047,2.3,"52,113"
46049,2.0,"59,970"
46051,2.6,"66,697"
46053,1.9,"45,603"
46055,1.9,"54,380"
46057,2.0,"75,467"
46059,1.7,"64,118"
46061,2.6,"79,602"
46063,2.0,"58,187"
46065,1.7,"72,724"
46067,2.3,"60,502"
46069,2.1,"60,715"
46071,3.0,"39,639"
46073,1.3,"67,818"
46075,2.5,"53,891"
46077,1.9,"60,106"
46079,2.1,"67,151"
46081,1.9,"62,652"
46083,1.6,"91,352"
46085,2.5,"48,076"
46087,1.7,"69,208"
46089,2.7,"49,970"
46091,2.8,"62,871"
46093,2.1,"63,475"
46095,3.1,"40,223"
46097,1.9,"60,032"
46099,1.9,"73,040"
46101,2.2,"66,527"
46102,4.9,"35,046"
46103,2.0,"64,387"
46105,2.1,"49,810"
46107,2.3,"64,542"
46109,3.3,"55,666"
46111,2.1,"61,286"
46115,2.4,"62,269"
46117,1.9,"73,957"
46119,1.6,"62,078"
46121,3.7,"36,362"
46123,1.7,"50,688"
46125,1.9,"66,854"
46127,2.2,"87,314"
46129,3.5,"53,162"
46135,1.8,"65,826"
46137,3.7,"37,066"
47000,3.4,"59,698"
47001,3.3,"58,633"
47003,3.4,"55,420"
47005,4.1,"45,165"
47007,5.3,"44,867"
47009,3.1,"62,724"
47011,3.6,"56,273"
47013,4.1,"44,325"
47015,3.0,"53,093"
47017,3.9,"45,997"
47019,3.6,"45,293"
47021,2.7,"75,162"
47023,3.0,"51,615"
47025,3.8,"43,331"
47027,4.6,"39,770"
47029,5.1,"40,572"
47031,3.4,"55,070"
47033,3.2,"50,792"
47035,4.3,"52,000"
47037,2.8,"65,463"
47039,4.5,"48,292"
47041,3.8,"45,612"
47043,3.0,"61,219"
47045,3.6,"51,499"
47047,3.5,"70,943"
47049,3.8,"41,469"
47051,3.5,"57,723"
47053,3.5,"51,280"
47055,3.3,"55,468"
47057,3.8,"46,983"
47059,4.0,"54,166"
47061,4.5,"41,266"
47063,3.6,"48,483"
47065,3.4,"65,689"
47067,4.2,"34,055"
47069,4.2,"44,314"
47071,4.0,"50,309"
47073,3.9,"49,873"
47075,4.5,"42,634"
47077,3.6,"53,282"
47079,4.0,"45,980"
47081,2.9,"50,345"
47083,4.4,"48,788"
47085,3.5,"55,298"
47087,3.9,"43,611"
47089,3.6,"50,969"
47091,3.4,"42,230"
47093,2.9,"64,817"
47095,5.0,"29,281"
47097,4.7,"42,280"
47099,3.5,"49,794"
47101,3.6,"50,422"
47103,3.2,"52,018"
47105,3.2,"72,378"
47107,4.0,"50,480"
47109,4.6,"45,083"
47111,3.1,"49,357"
47113,3.4,"53,954"
47115,3.9,"51,898"
47117,3.3,"64,710"
47119,3.0,"68,425"
47121,4.4,"51,337"
47123,3.4,"50,364"
47125,3.7,"63,593"
47127,2.5,"62,609"
47129,3.8,"48,122"
47131,3.9,"50,021"
47133,3.4,"45,793"
47135,5.4,"43,998"
47137,3.8,"44,566"
47139,3.7,"50,863"
47141,3.4,"52,138"
47143,4.3,"50,479"
47145,3.7,"56,355"
47147,2.8,"67,539"
47149,2.7,"77,942"
47151,4.9,"40,788"
47153,4.1,"55,099"
47155,3.2,"51,771"
47157,4.5,"54,931"
47159,3.0,"56,567"
47161,3.9,"56,764"
47163,3.5,"49,489"
47165,2.7,"71,268"
47167,3.6,"62,814"
47169,3.0,"49,014"
47171,4.3,"44,971"
47173,3.8,"51,102"
47175,4.2,"45,565"
47177,4.2,"48,444"
47179,3.2,"56,071"
47181,4.5,"47,563"
47183,3.5,"44,799"
47185,3.5,"45,239"
47187,2.4,"123,474"
47189,2.6,"82,489"
48000,3.9,"66,959"
48001,3.4,"54,515"
48003,3.2,"70,005"
48005,4.6,"50,620"
48007,5.3,"55,435"
48009,3.4,"69,286"
48011,2.8,"64,401"
48013,4.0,"57,905"
48015,3.9,"68,150"
48017,4.2,"47,375"
48019,3.7,"69,051"
48021,3.3,"72,809"
48023,2.7,"45,408"
48025,5.8,"45,431"
48027,4.4,"58,878"
48029,3.7,"63,014"
48031,2.8,"69,247"
48033,1.9,"69,744"
48035,3.7,"56,041"
48037,4.6,"52,934"
48039,4.5,"82,165"
48041,3.1,"50,494"
48043,3.4,"51,197"
48045,3.5,"49,905"
48047,6.0,"33,460"
48049,4.3,"48,803"
48051,3.6,"57,469"
48053,3.0,"72,510"
48055,3.5,"60,063"
48057,3.7,"70,662"
48059,3.6,"56,708"
48061,5.7,"46,436"
48063,4.5,"51,024"
48065,3.1,"66,548"
48067,4.7,"42,896"
48069,3.1,"62,236"
48071,5.3,"89,767"
48073,4.4,"48,664"
48075,2.8,"42,758"
48077,3.8,"60,973"
48079,4.8,"42,274"
48081,3.5,"46,767"
48083,4.3,"42,253"
48085,3.2,"102,119"
48087,3.5,"45,734"
48089,3.5,"62,004"
48091,3.5,"93,487"
48093,3.5,"49,076"
48095,3.1,"48,563"
48097,3.4,"58,060"
48099,4.5,"59,718"
48101,2.7,"44,590"
48103,5.0,"63,555"
48105,4.0,"53,159"
48107,4.1,"42,728"
48109,2.9,"48,217"
48111,2.4,"70,895"
48113,3.7,"63,549"
48115,4.4,"43,627"
48117,3.0,"50,967"
48119,4.0,"50,329"
48121,3.2,"98,027"
48123,3.4,"54,279"
48125,4.8,"42,690"
48127,3.8,"41,838"
48129,3.6,"44,353"
48131,4.5,"37,921"
48133,4.6,"47,526"
48135,3.9,"58,389"
48137,2.8,"47,573"
48139,3.5,"87,698"
48141,4.3,"50,983"
48143,3.5,"51,964"
48145,4.1,"46,173"
48147,3.5,"56,794"
48149,3.5,"64,711"
48151,3.5,"51,362"
48153,4.1,"43,855"
48155,3.2,"42,616"
48157,3.9,"98,070"
48159,3.2,"51,885"
48161,5.3,"48,397"
48163,3.4,"47,833"
48165,3.0,"58,712"
48167,4.4,"77,627"
48169,4.1,"43,890"
48171,2.6,"71,594"
48173,2.6,"116,958"
48175,4.4,"58,937"
48177,3.2,"48,164"
48179,4.5,"45,530"
48181,3.7,"62,678"
48183,4.2,"57,608"
48185,4.5,"52,540"
48187,3.4,"80,145"
48189,4.9,"47,373"
48191,4.2,"34,766"
48193,3.4,"53,759"
48195,2.4,"57,692"
48197,3.5,"45,677"
48199,5.2,"67,183"
48201,4.2,"63,539"
48203,4.5,"56,645"
48205,2.0,"71,332"
48207,3.0,"43,546"
48209,3.0,"79,336"
48211,3.3,"65,387"
48213,3.8,"50,348"
48215,6.5,"44,260"
48217,3.9,"52,495"
48219,3.7,"51,078"
48221,3.7,"68,911"
48223,3.5,"56,680"
48225,3.6,"45,603"
48227,5.1,"55,842"
48229,4.0,"38,904"
48231,3.9,"58,326"
48233,4.5,"56,646"
48235,3.0,"69,966"
48237,3.8,"51,846"
48239,3.5,"60,666"
48241,6.4,"50,038"
48243,3.4,"56,149"
48245,6.2,"55,575"
48247,5.4,"37,454"
48249,5.7,"43,852"
48251,3.5,"76,226"
48253,4.3,"52,288"
48255,3.3,"48,470"
48257,3.7,"73,660"
48259,3.1,"102,832"
48261,6.1,"42,379"
48263,2.1,"54,154"
48265,3.6,"60,834"
48267,3.4,"48,671"
48269,.9,"74,890"
48271,4.7,"50,567"
48273,4.8,"49,226"
48275,3.9,"45,558"
48277,4.3,"50,787"
48279,4.0,"48,981"
48281,3.7,"64,401"
48283,2.8,"40,549"
48285,3.3,"54,421"
48287,3.5,"59,469"
48289,5.2,"51,582"
48291,5.8,"57,174"
48293,4.6,"50,381"
48295,3.1,"64,249"
48297,4.2,"52,910"
48299,3.8,"61,037"
48301,.6,"100,917"
48303,3.4,"57,270"
48305,3.5,"50,374"
48307,4.2,"43,525"
48309,3.6,"58,524"
48311,1.8,"63,120"
48313,4.3,"48,251"
48315,5.0,"43,178"
48317,3.1,"69,505"
48319,3.3,"56,690"
48321,5.9,"50,054"
48323,7.9,"41,815"
48325,3.8,"62,907"
48327,3.8,"41,507"
48329,2.9,"84,837"
48331,4.3,"53,320"
48333,4.2,"54,948"
48335,4.4,"44,476"
48337,3.6,"54,988"
48339,3.9,"87,831"
48341,2.6,"61,833"
48343,6.3,"44,957"
48345,4.1,"47,835"
48347,4.3,"46,970"
48349,3.9,"51,015"
48351,6.8,"44,030"
48353,3.7,"44,342"
48355,4.7,"59,337"
48357,3.4,"60,914"
48359,3.0,"62,868"
48361,5.7,"65,908"
48363,3.8,"57,580"
48365,4.6,"54,244"
48367,3.3,"85,613"
48369,2.4,"56,632"
48371,4.0,"49,291"
48373,5.5,"50,827"
48375,3.2,"45,904"
48377,6.2,"39,791"
48379,3.4,"57,294"
48381,2.8,"72,082"
48383,3.5,"65,162"
48385,4.6,"46,907"
48387,5.1,"46,134"
48389,3.4,"46,275"
48391,4.7,"46,695"
48393,3.8,"73,224"
48395,3.8,"50,816"
48397,3.3,"120,696"
48399,3.3,"48,190"
48401,4.2,"53,186"
48403,7.0,"46,233"
48405,5.8,"43,335"
48407,4.8,"52,302"
48409,6.0,"58,227"
48411,3.5,"45,437"
48413,3.5,"52,408"
48415,4.1,"49,727"
48417,2.7,"61,351"
48419,4.2,"43,244"
48421,2.8,"62,557"
48423,3.7,"62,903"
48425,3.8,"68,280"
48427,11.0,"33,535"
48429,3.7,"46,064"
48431,4.0,"69,212"
48433,3.0,"49,813"
48435,5.7,"59,905"
48437,4.0,"45,509"
48439,3.6,"71,399"
48441,3.3,"53,820"
48443,3.4,"44,343"
48445,4.1,"42,225"
48447,3.1,"46,253"
48449,4.3,"49,513"
48451,3.4,"60,750"
48453,2.8,"84,519"
48455,5.2,"46,569"
48457,6.0,"46,955"
48459,4.3,"51,634"
48461,2.7,"49,340"
48463,4.4,"48,438"
48465,4.5,"50,532"
48467,3.5,"59,929"
48469,4.2,"57,142"
48471,4.7,"43,012"
48473,4.3,"65,437"
48475,3.7,"58,461"
48477,4.0,"66,601"
48479,4.1,"50,865"
48481,3.8,"56,522"
48483,3.9,"49,282"
48485,3.9,"53,148"
48487,4.9,"48,117"
48489,8.2,"37,087"
48491,2.9,"96,653"
48493,3.3,"78,794"
48495,3.9,"62,477"
48497,3.5,"77,668"
48499,4.5,"53,485"
48501,4.0,"66,816"
48503,3.4,"53,715"
48505,6.9,"37,474"
48507,8.6,"35,046"
49000,2.3,"79,449"
49001,2.7,"59,437"
49003,2.3,"69,538"
49005,2.0,"69,670"
49007,3.5,"50,503"
49009,4.5,"57,400"
49011,2.2,"93,260"
49013,3.2,"63,327"
49015,3.3,"62,257"
49017,5.9,"56,943"
49019,3.2,"52,645"
49021,2.4,"61,421"
49023,2.0,"77,036"
49025,2.5,"62,311"
49027,2.3,"68,131"
49029,2.0,"111,472"
49031,4.1,"50,768"
49033,2.5,"70,815"
49035,2.3,"80,676"
49037,4.4,"48,071"
49039,2.7,"62,098"
49041,2.8,"68,303"
49043,2.1,"124,354"
49045,2.5,"90,591"
49047,3.6,"64,105"
49049,2.1,"86,597"
49051,2.3,"102,206"
49053,2.5,"63,639"
49055,4.4,"57,768"
49057,2.5,"72,348"
50000,2.6,"72,415"
50001,2.4,"79,756"
50003,3.2,"65,185"
50005,3.1,"59,762"
50007,2.1,"84,290"
50009,4.0,"50,840"
50011,2.6,"69,583"
50013,3.3,"80,693"
50015,3.4,"64,083"
50017,2.6,"71,487"
50019,4.4,"54,346"
50021,3.3,"59,916"
50023,2.4,"75,692"
50025,2.9,"64,381"
50027,2.2,"65,086"
51000,2.9,"80,926"
51001,3.3,"50,949"
51003,2.7,"91,849"
51005,3.3,"49,197"
51007,2.9,"62,884"
51009,3.1,"57,294"
51011,3.2,"58,860"
51013,2.1,"124,474"
51015,2.6,"69,243"
51017,2.5,"56,200"
51019,2.9,"66,026"
51021,2.9,"50,492"
51023,2.6,"74,081"
51025,4.6,"47,401"
51027,4.7,"38,087"
51029,3.9,"54,263"
51031,3.1,"53,059"
51033,3.2,"73,390"
51035,3.5,"45,956"
51036,3.1,"63,299"
51037,3.0,"48,382"
51041,2.8,"86,101"
51043,2.5,"91,603"
51045,3.0,"57,299"
51047,2.8,"82,220"
51049,3.4,"52,200"
51051,4.4,"39,722"
51053,3.3,"66,397"
51057,3.4,"59,012"
51059,2.5,"133,845"
51061,2.6,"106,714"
51063,2.5,"54,765"
51065,2.6,"77,226"
51067,2.9,"60,062"
51069,2.4,"85,262"
51071,3.1,"55,018"
51073,2.7,"75,630"
51075,2.7,"104,379"
51077,2.6,"42,553"
51079,2.4,"76,941"
51081,3.8,"49,323"
51083,3.9,"46,244"
51085,2.4,"95,195"
51087,2.8,"78,888"
51089,3.4,"45,784"
51091,2.3,"48,972"
51093,2.8,"86,286"
51095,2.9,"92,270"
51097,2.6,"59,730"
51099,2.6,"98,668"
51101,2.7,"79,378"
51103,3.6,"58,578"
51105,3.8,"38,529"
51107,2.4,"153,716"
51109,2.7,"68,838"
51111,3.4,"44,852"
51113,2.2,"67,527"
51115,2.9,"69,978"
51117,3.6,"48,013"
51119,2.7,"62,710"
51121,2.8,"57,752"
51125,2.8,"61,224"
51127,2.4,"102,920"
51131,3.5,"51,059"
51133,4.0,"63,255"
51135,3.1,"46,442"
51137,3.0,"94,547"
51139,3.4,"53,449"
51141,3.6,"46,963"
51143,3.1,"52,006"
51145,2.5,"99,854"
51147,3.9,"51,239"
51149,3.4,"79,710"
51153,2.7,"116,354"
51155,3.1,"53,111"
51157,2.5,"80,098"
51159,2.9,"53,959"
51161,2.6,"73,438"
51163,2.9,"59,252"
51165,2.6,"72,392"
51167,3.6,"45,254"
51169,3.2,"42,894"
51171,2.8,"65,308"
51173,3.2,"42,303"
51175,2.8,"57,965"
51177,2.9,"100,162"
51179,2.9,"116,569"
51181,3.0,"61,358"
51183,4.2,"54,282"
51185,4.2,"40,728"
51187,2.9,"73,546"
51191,2.9,"54,223"
51193,3.2,"59,959"
51195,4.1,"41,994"
51197,3.1,"51,206"
51199,2.8,"97,500"
51510,2.4,"100,877"
51520,3.4,"41,272"
51530,3.1,"47,144"
51540,2.6,"61,255"
51550,2.9,"87,057"
51570,3.2,"59,455"
51580,4.1,"43,075"
51590,4.6,"37,652"
51595,4.7,"41,610"
51600,2.4,"107,334"
51610,2.2,"142,430"
51620,4.1,"46,460"
51630,3.4,"77,437"
51640,3.1,"42,023"
51650,3.8,"57,662"
51660,3.4,"50,250"
51670,4.4,"47,263"
51678,4.1,"53,400"
51680,3.9,"52,127"
51683,2.6,"100,530"
51685,2.5,"87,255"
51690,4.6,"38,571"
51700,3.6,"58,303"
51710,3.5,"56,951"
51720,3.8,"38,316"
51730,5.6,"40,682"
51735,2.5,"105,525"
51740,3.9,"53,618"
51750,3.5,"48,898"
51760,3.4,"52,011"
51770,3.2,"47,545"
51775,2.9,"60,740"
51790,2.7,"54,508"
51800,3.1,"78,090"
51810,2.8,"81,364"
51820,3.0,"54,106"
51830,4.1,"61,750"
51840,2.7,"55,908"
53000,4.2,"84,155"
53001,5.1,"57,405"
53003,3.9,"56,438"
53005,5.0,"77,339"
53007,4.8,"64,700"
53009,6.0,"62,623"
53011,4.7,"83,790"
53013,5.5,"59,650"
53015,5.7,"70,104"
53017,5.3,"64,932"
53019,9.6,"50,565"
53021,6.2,"79,532"
53023,7.0,"61,268"
53025,6.0,"61,815"
53027,6.7,"55,018"
53029,4.9,"76,729"
53031,5.6,"61,548"
53033,2.9,"110,351"
53035,4.5,"86,826"
53037,5.8,"62,721"
53039,5.8,"61,542"
53041,6.0,"63,828"
53043,5.4,"64,692"
53045,6.3,"73,696"
53047,6.4,"55,233"
53049,6.8,"58,715"
53051,6.9,"55,060"
53053,5.1,"85,492"
53055,3.9,"71,678"
53057,5.3,"72,831"
53059,5.3,"75,158"
53061,3.2,"99,650"
53063,4.8,"65,571"
53065,6.7,"60,180"
53067,4.7,"81,544"
53069,6.8,"64,777"
53071,4.6,"63,631"
53073,4.9,"71,739"
53075,4.7,"53,140"
53077,6.4,"60,058"
54000,3.9,"51,122"
54001,4.4,"43,545"
54003,2.9,"70,893"
54005,4.5,"41,227"
54007,6.1,"41,587"
54009,4.5,"52,217"
54011,3.5,"46,923"
54013,8.2,"38,835"
54015,6.0,"38,261"
54017,3.1,"48,473"
54019,4.7,"40,478"
54021,5.2,"40,450"
54023,3.7,"47,357"
54025,3.8,"41,958"
54027,2.6,"52,186"
54029,4.9,"52,301"
54031,4.0,"51,591"
54033,3.6,"52,026"
54035,4.3,"58,606"
54037,2.5,"85,277"
54039,3.8,"55,069"
54041,4.7,"47,275"
54043,5.0,"41,452"
54045,4.3,"40,394"
54047,6.3,"28,720"
54049,4.3,"51,252"
54051,5.0,"51,385"
54053,4.3,"44,360"
54055,4.5,"45,679"
54057,3.8,"54,960"
54059,5.6,"33,416"
54061,3.4,"56,706"
54063,3.4,"47,344"
54065,2.8,"58,460"
54067,4.6,"47,186"
54069,4.0,"53,560"
54071,2.6,"48,035"
54073,5.3,"53,712"
54075,4.0,"40,260"
54077,4.0,"57,174"
54079,3.3,"66,946"
54081,3.7,"42,525"
54083,4.7,"44,451"
54085,4.2,"47,873"
54087,6.3,"41,202"
54089,3.7,"40,704"
54091,3.8,"51,580"
54093,3.8,"49,097"
54095,5.9,"51,594"
54097,4.8,"49,704"
54099,4.0,"49,227"
54101,4.6,"36,919"
54103,5.6,"50,110"
54105,5.9,"50,160"
54107,4.1,"53,435"
54109,4.3,"37,522"
55000,2.9,"67,150"
55001,4.8,"53,592"
55003,3.9,"54,799"
55005,3.3,"60,371"
55007,4.8,"63,136"
55009,2.6,"67,232"
55011,3.8,"61,382"
55013,4.6,"56,874"
55015,2.3,"78,666"
55017,3.3,"62,306"
55019,2.6,"59,258"
55021,2.6,"74,842"
55023,3.8,"57,130"
55025,2.2,"77,653"
55027,2.6,"67,743"
55029,3.1,"64,818"
55031,4.1,"58,412"
55033,3.1,"64,065"
55035,2.5,"63,073"
55037,3.5,"62,243"
55039,2.6,"69,428"
55041,4.7,"52,275"
55043,2.7,"57,861"
55045,2.4,"73,386"
55047,3.3,"59,732"
55049,2.6,"73,294"
55051,5.1,"50,731"
55053,3.8,"59,478"
55055,2.7,"69,247"
55057,3.2,"57,000"
55059,3.3,"71,051"
55061,2.5,"71,861"
55063,2.5,"62,302"
55065,2.4,"66,719"
55067,3.6,"57,229"
55069,3.1,"62,064"
55071,2.8,"59,774"
55073,2.5,"74,050"
55075,3.8,"56,942"
55077,3.5,"60,020"
55078,5.5,"42,976"
55079,3.7,"56,417"
55081,2.7,"62,742"
55083,3.1,"68,480"
55085,3.3,"60,679"
55087,2.5,"73,882"
55089,2.5,"91,014"
55091,3.1,"66,179"
55093,3.3,"80,354"
55095,3.8,"68,732"
55097,2.9,"66,471"
55099,3.4,"56,249"
55101,3.5,"69,021"
55103,2.8,"59,120"
55105,3.4,"66,383"
55107,3.7,"51,585"
55109,3.1,"94,629"
55111,2.8,"70,254"
55113,4.0,"51,748"
55115,2.9,"62,669"
55117,2.4,"64,133"
55119,3.4,"59,473"
55121,3.1,"63,235"
55123,2.7,"60,041"
55125,3.9,"61,716"
55127,2.9,"70,688"
55129,3.7,"57,536"
55131,2.4,"85,266"
55133,2.5,"94,506"
55135,3.0,"63,216"
55137,3.4,"57,188"
55139,2.5,"64,640"
55141,3.3,"55,946"
56000,3.6,"66,508"
56001,3.1,"53,112"
56003,4.1,"58,697"
56005,3.6,"88,491"
56007,3.7,"63,984"
56009,3.1,"74,174"
56011,3.0,"63,270"
56013,4.0,"56,316"
56015,2.9,"53,428"
56017,2.9,"54,680"
56019,3.5,"57,275"
56021,3.5,"63,134"
56023,3.4,"75,872"
56025,4.0,"63,940"
56027,2.9,"50,733"
56029,3.6,"63,286"
56031,3.5,"59,634"
56033,3.3,"63,745"
56035,4.1,"76,703"
56037,4.2,"74,677"
56039,2.7,"102,709"
56041,3.8,"70,162"
56043,4.0,"62,176"
56045,2.7,"62,509"